Id,airline_sentiment,airline,retweet_count,text,tweet_coord,tweet_location,user_timezone
3027,positive,Delta,1,"@JetBlue Thank you that it is not just a livery; it is a culture that 16,000+ crewmembers embody daily #thanksDave http://t.co/iNNP0Kkyby",,,
3028,positive,US Airways,0,"@USAirways worked w/ Tiffany H at cust service desk in Charlotte and she was helpful and patient. Still stuck, but she was great.",,"Washington, D.C.",Eastern Time (US & Canada)
3029,negative,Delta,0,"@JetBlue flt 136 from PHX. Delayed 2 hrs, circle 1 hr, divert to upstate NY, just sitting for 1 hr No communication #horrible",,"New York, New York",Eastern Time (US & Canada)
3030,negative,United,0,@united a plane took our gate and now we're just waiting in a lot at DIA,,,Mountain Time (US & Canada)
3031,positive,Southwest,0,.@SouthwestAir you've got a mess here at DTW but your staff is doing great.,,Michigan,Eastern Time (US & Canada)
3032,negative,United,0,@united the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and I see 2 right there. #unitedlies,,"Bedford, Nh",Eastern Time (US & Canada)
3033,positive,Southwest,0,"@SouthwestAir thank you for integrating with Passbook on iOS, it all works so much better now!!!",,NY,Eastern Time (US & Canada)
3034,negative,US Airways,0,"@USAirways @marvinatorsb thnk you for response,all flights were full, couldn't get out until tmrw, had to Cancelled Flight and go w/other airline",,,
3035,negative,Delta,0,@JetBlue You respond to complaints about cultural appropriation with more of it!?  You're  now below Spirit Airlines on my fly list.,,No soy de aquí ni soy de allá,Atlantic Time (Canada)
3036,negative,United,0,@united U BUMS HOW DO U LOSE THE BIGGEST BAG ON THE FLIGHT,,• Lacrosse ||'17|| Football •,Central Time (US & Canada)
3037,negative,United,1,"@united yes, we've been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice.",,DC,Eastern Time (US & Canada)
3038,negative,American,0,"@AmericanAir Is it possible to change the FF number on a passenger on a Flight Booking Problems, it won't let me change it?",,,London
3039,negative,United,0,@united no response 3 weeks since complaint submitted and 3 days since you all said you would look into it,,,Eastern Time (US & Canada)
3040,negative,United,0,"@united after a Cancelled Flighted flight, and 2 delays, you lost my luggage AGAIN! You're the WORST! Disgraceful! Awful company, horrible service!",,,
3041,negative,Delta,0,@JetBlue flight 577  fll to sfo. No speed line even though I paid for it. No coffee on flight. and my non stop now has an unscheduled stop,,South Florida,Eastern Time (US & Canada)
3042,negative,American,0,@AmericanAir don't they already know ?  Isn't everyone sharing how nasty the food is? It's not even close to decent.,,,
3043,positive,Virgin America,0,@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :),,,
3044,negative,US Airways,0,@USAirways thanks for overFlight Booking Problems first class and automatically downgrading my upgrade 3 min before boarding. #ffstatusdontmatter #thenewaa,,World Traveler ,Arizona
3045,negative,US Airways,0,@USAirways flight 728 from PHL to London has been sitting on the tarmac for 46min w/NO further update from the pilot. what gives???,"[39.8816419, -75.2475867]","ÜT: 39.855018,-75.360949",Eastern Time (US & Canada)
3046,negative,American,0,@AmericanAir I have to miss a whole days worth of work tomorrow but I'm suree you guys don't care,"[35.17267919, -89.77001941]",new york city,Central Time (US & Canada)
3047,neutral,Delta,0,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Greenfield Daily Reporter http://t.co/LM3opxkxch,,USA,Sydney
3048,negative,United,0,@united I did. It took about an hour and a half though,,"Rockaway, NJ",Eastern Time (US & Canada)
3049,neutral,United,0,@united - sitting in seat 10D on a flight back from Vegas to Chicago.  Someone left a folder that looks important in the seat pocket. (1/2),,"Evanston, IL",Central Time (US & Canada)
3050,negative,United,0,@united flight UA3774 after two delays. just Cancelled Flightled and no more flights to Norfolk that aren't booked. Renting a car.,,,Atlantic Time (Canada)
3051,positive,United,0,@united another awesome new plane flight 1584 and extremely nice Captain Steve Connolly.,,,Eastern Time (US & Canada)
3052,positive,Delta,0,@JetBlue thank you will do!! You guy are awesome!,,,Quito
3053,positive,Delta,0,@JetBlue here in Austin I saw the water bottles &amp; snacks @ the desk for your waiting passengers! Im so Flight Booking Problems my next flight with you!,,,
3054,positive,Delta,0,"@JetBlue ha ha! Can I get a wake up call at boarding time please?  Large coffee, extralight extra sweet please!","[40.89343356, -74.29961359]",Right Coast,Eastern Time (US & Canada)
3055,positive,Southwest,0,@SouthwestAir Already signed up!  Thanks!  Looking forward to trying the Southwest experience.,,Atlanta,Eastern Time (US & Canada)
3056,negative,US Airways,0,@USAirways now on hold for 75 minutes.,,,
3057,positive,Delta,0,@JetBlue Great thanks,,New York City,Quito
3058,neutral,United,0,@united that's of course in lax,,Fredericton NB,Atlantic Time (Canada)
3059,negative,United,0,@united rushed through the -6 degree weather to get to the airport on time. Too bad the pilots didn't do the same. #stillwaiting.,,"Lexington, Kentucky",Atlantic Time (Canada)
3060,negative,Southwest,0,@SouthwestAir #3252 Manchester-BWI being delayed for one idiot who isn't on the plane?! We've waited 2 hours for our window and may miss it,,,Eastern Time (US & Canada)
3061,neutral,Delta,0,@JetBlue who do you think is gonna win Mayweather or Pacquiao?,,.,Pacific Time (US & Canada)
3062,neutral,Delta,0,@JetBlue Airways Receives New Coverage from Analysts at Bank of America (JBLU) - The Legacy http://t.co/dORuxBqla1,,USA,Sydney
3063,negative,US Airways,0,@USAirways who's in charge of your company? My wife missed her connection to CA you sent her luggage on another flight,,,
3064,negative,United,0,@united U kept passengers waiting all night 4 a plane that was being put out of service.  Leaving everyone stranded for night. #inexcusable,,,Central Time (US & Canada)
3065,negative,American,0,@AmericanAir Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?,,Jerz,Eastern Time (US & Canada)
3066,negative,Delta,0,@JetBlue I do not want to deal with your customer service agents with no practical knowledge.Provide me with a direct contact.,,,
3067,neutral,Delta,0,@JetBlue can I switch my seat for my trip on Sunday?,"[37.40321679, -121.96988433]",NYC,
3068,neutral,American,0,@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃,,"Dallas, TX",Central Time (US & Canada)
3069,negative,American,0,@AmericanAir I fly weekly with you and haven't seen one,,Miami,Eastern Time (US & Canada)
3070,negative,Delta,0,@JetBlue thanks for making me miss an important dinner tonight. 2 hr delay and now 20 min on Tarmac... #worst,,"New York, NY",Eastern Time (US & Canada)
3071,negative,US Airways,0,@USAirways why does it cost $900 to change a $100 ticket when it only cost $150 to purchase a new ticket?,,,
3072,negative,US Airways,0,"@USAirways flight 813 DCA to CLT stuck waiting on CLT ATC. Cmon #FAA Missing flt 826 CLT to MBJ, hope you can rebook me! 816?",,"Falls Church, VA",Eastern Time (US & Canada)
3073,neutral,Virgin America,0,@VirginAmerica any updates on flight 413 from Jfk &gt; Lax,,"downtown, CA",Pacific Time (US & Canada)
3074,negative,Virgin America,0,@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything,,MA // Ashton in Wonderland,Eastern Time (US & Canada)
3075,negative,United,1,@united #bullying in the #workforce not ok. Get gate agents 2 work as a team. 2 against 1 is never cool. #Delays #flights #UnitedAirlines,,ONTARIO CANADA,
3076,positive,United,0,@united I left my comment with customer care. Thanks for contacting me.,,,
3077,positive,US Airways,0,@USAirways thanks for getting me rescheduled on a direct flight to NOLA tonight in 10 minutes--and hopefully an hour earlier getting there!,,"Silver Spring, MD",Central Time (US & Canada)
3078,positive,American,0,"“@AmericanAir: @Dawn_Davis You're very welcome, Dawn. We love taking you flying. Let's do it again!” Again in 1 week!",,★ Chicago'ish ★,Central Time (US & Canada)
3079,positive,Southwest,0,@SouthwestAir Thank you so much for stepping up your game and making my day after night of elevator music. Much appreciated.,,,
3080,neutral,United,0,"@united No, I do not. I was only given a Flight Booking Problems reference number.",,"NYC, Toronto ",Quito
3081,negative,United,0,"@united + besides, no small degree of self-interest. We take that route several times a year &amp; would hate to be in that situation.",,Bhutan,Pacific Time (US & Canada)
3082,negative,American,0,"@AmericanAir That's a complete cop out! U ask what the issues are, then do nothing about it. How are we supposed to sort the situation now?",,,
3083,negative,US Airways,0,@USAirways There is an error w/ my preferred status &amp; I'm not able to reach an agent via phone. Travel Friday. Need resolved - contact info?,,"Washington, DC",Eastern Time (US & Canada)
3084,neutral,American,0,@AmericanAir any luck?,,"Plano, Texas",
3085,negative,US Airways,0,@USAirways Everyone on Flight 669 from LAX to RDU enjoyed waiting an hour &amp; a half in baggage claim for their bags just now,"[35.87648539, -78.79266577]","Goldsboro, NC",Eastern Time (US & Canada)
3086,negative,US Airways,0,@USAirways @JosephTReis Can't believe advice to call customer service. I was on hold for 3 hrs this morning and finally gave up.,,Cape Cod,Eastern Time (US & Canada)
3087,negative,United,0,@united seriously? 45 min on the plane at bhm and now 30 min in baggage and still no bags? #worstairlineever,,,
3088,positive,Southwest,0,@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.,,Kansas City,
3089,negative,Delta,0,@JetBlue @KyleJudah I just spoke to the baggage claim center and they gave me travel credit but will not be responsible for the cost of a,,"Boston, MA",Greenland
3090,neutral,United,0,@united Thank you for your response!,,"Albuquerque, New Mexico",Arizona
3091,positive,Southwest,1,@SouthwestAir listening center is open seating just like on their planes. #RaganDisney,,,Eastern Time (US & Canada)
3092,negative,United,0,@united so the 4-6hrs that you told me was what? A guess?? They've apparently had the bag 20hrs now and no call.,,,
3093,negative,United,3,@united kind of unnerving to watch the guy deicing your plane text on his phone the whole time http://t.co/QdXfT9qqT9,,Portland,Pacific Time (US & Canada)
3094,negative,Delta,0,@JetBlue I left my apt 10hrs ago to go from Boston to SJC and I'm still NYC. Please bring back the nonstop flight. #jetblueBlues,,"Boston, MA",Eastern Time (US & Canada)
3095,negative,US Airways,0,"@USAirways I believe you. But in all seriousness, what's an acceptable time I should have this expense on my name that wasn't my fault....",,,Eastern Time (US & Canada)
3096,negative,US Airways,1,Spend 1 HOUR on hold with @USAirways .,,,Eastern Time (US & Canada)
3097,negative,Southwest,0,@SouthwestAir  Poor customer service displayed over the weekend during the storm. I was stuck on the tarmac for 2.5 hours with no answer!,,,
3098,positive,United,0,@united 1632 was phenomenal frm gate (SEA) to gate (IAD),,washington dc,Eastern Time (US & Canada)
3099,positive,Southwest,0,@SouthwestAir I've DM'd you. Thanks!,,"Nashville, TN",Central Time (US & Canada)
3100,negative,Delta,0,@JetBlue Thanks. So the delay was the result of scheduling issues more than weather reLate Flightd problems?,,New York,Eastern Time (US & Canada)
3101,positive,Delta,0,@JetBlue thank you thank you!  I finally set up the jetblue app!  Yay!,,NY,
3102,negative,Southwest,0,@SouthwestAir my bday was yesterday and my girl gave birth to my first born and I couldn't get a courtesy flight change from Lynn... THANKS!,,Everywhere But Never Scared,Hawaii
3103,negative,United,0,"@united no- we are boarding- but why can't your agents, on the phone, taking care of 1K travellers, link reservations?!?!!",,"iPhone: 40.773155,-73.872490",Eastern Time (US & Canada)
3104,negative,US Airways,0,"@USAirways really, so what does that mean??? #usairwayssucks",,,
